episode,step,mark_price,index_price,funding_rate,oi_long,oi_short,oi_imbalance,insurance_fund,total_liquidations,protocol_insolvent,rl_free_collateral,rl_total_pnl,rl_in_position,rl_action,bg_eq_long_lev,bg_eq_short_lev,param_max_fr,param_mm,param_liq_pen,param_ins_split
0,10,52182.25852500892,53737.71379252622,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,11,52419.64560325924,53027.193460472365,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,12,52637.452313355054,53151.08839155309,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,13,52930.79070414664,54085.55571480892,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,14,53165.29858900038,54824.952566996944,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,15,53787.82110715405,55142.890046433655,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,16,53548.7779576907,53559.04556321101,-0.00019170628252129643,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,17,53070.51737100865,53057.55393274772,0.0002443278534355514,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,18,54050.288844694114,52766.38829051703,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,19,54495.231801706526,51860.518611639396,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,20,53830.70900192997,50144.076152699046,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,21,53877.64584722805,50307.56413185841,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,22,54134.28160850008,51028.27943389738,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,23,53473.86757021063,50673.62084632394,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,24,53152.823911039915,51550.658991977274,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,25,52109.74407597493,50252.04624803443,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,26,52159.97587421132,49336.40377017928,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,27,52347.69052848569,49477.13959148826,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,28,52123.222966967005,49056.15603998933,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,29,51675.555131593275,49673.79306020038,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,30,51091.9692571783,50129.66738322684,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,31,50714.37973859166,49766.99031830918,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,32,50814.26535056192,48590.844399899375,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,33,50554.51958448206,48136.805880594475,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,34,50644.580099339524,48601.870251158376,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,35,50442.61688876152,49252.97219230957,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,36,50231.492230412325,48837.75826595957,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,37,49023.37122141932,47217.14461276498,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,38,48107.76433542544,45984.43950870427,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,39,47386.947032265074,46353.581150233775,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,40,48031.51972910801,46004.31981796655,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,41,48244.79144007562,45677.69122656957,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,42,47778.878912842665,44832.69481127712,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,43,47196.261573234864,43988.89549912783,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,44,45935.208001405685,44734.42725233974,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,45,45991.993361141955,45124.79450182822,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,46,45022.40528583579,44591.749965020135,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,47,44686.515879572486,44656.12400599664,0.0006805757161496531,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,48,44716.61168983546,44864.416632452165,-0.003294480430395084,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,49,44742.81061472556,46324.943649794695,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,50,44908.35622014595,45386.31400233698,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,51,45752.619554787496,45586.450745221606,0.003645135930730646,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,52,46019.0264855897,46354.23994400606,-0.0072315598059916105,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,53,45506.6251451693,47730.892144673686,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,54,45140.51680279494,47124.06438515221,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,55,44526.75462143444,46758.10434164618,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,56,44685.183923755365,47355.86205212046,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,57,44247.21899990085,45983.1253356927,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,58,44919.75317229053,46272.35810367591,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,59,46926.854851972705,48157.620109139294,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,60,46508.95284777371,48558.41820101898,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,61,46668.37098036799,46531.36710104844,0.0029443338516581445,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,62,46336.097540439885,45780.93896023694,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,63,46142.760935881,45223.90816062176,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,64,46239.73465523402,46198.41514231133,0.0008943924330608677,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,65,45621.92858589477,46052.07385218351,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,66,45234.65441428726,44535.166592458176,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,67,46180.13480385369,44487.28805016668,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,68,46598.23450221362,44603.350387410166,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,69,45664.44099353554,44160.16176097817,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,70,45014.42747679785,43315.94143754306,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,71,44569.7461049613,45199.685300327605,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,72,44205.30472815451,45964.06559578393,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,73,44682.612766882885,46828.470817943875,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,74,44859.608508022095,46681.998105124905,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,75,45234.03522269156,46074.64768178197,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,76,44583.786403650665,45657.28541990634,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,77,44672.990112303996,44505.12877087206,0.0037717302717208655,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,78,44889.15930556526,45933.11244165092,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,79,45144.65680939707,45824.253090174796,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,80,45458.868014418804,47036.9531136732,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,81,46216.771907261,46651.962016131496,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,82,47204.46987742812,47053.72873652099,0.0032035960795202567,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,83,46484.592761259104,47226.482357391316,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,84,47409.526458300694,45951.735534848594,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,85,47317.81739325228,47563.46538372222,-0.005164636102272172,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,86,48186.36454229057,47200.34425741657,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,87,47444.56133071357,46166.769874862635,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,88,47141.32148696771,46764.614121159895,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,89,47006.200798239304,46759.82392409671,0.005268986353381677,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,90,47855.12785580056,47076.59057369287,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,91,48175.844924146986,47161.95645043089,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,92,47855.42406393876,45267.263815329425,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,93,46792.22341689385,44510.25058010018,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,94,46290.00190233175,43735.339758849506,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,95,45348.90333691372,44543.86866474337,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,96,44995.41254253236,44571.16592911174,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,97,45496.38882056286,44280.02552269158,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,98,46196.55726996683,44759.15447054187,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,3.0,3.0,0.0075,0.02,0.01,0.5
0,99,45635.882377968584,44621.05707746333,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,100,45654.142424366146,44421.72728683345,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,101,44927.54136610801,44578.87848216115,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,102,45030.153969308965,44659.63019174723,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,103,46302.71516958268,46965.789166888746,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,104,46122.22934287861,46171.12393336922,-0.001058986360418151,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,105,45652.071810869726,44839.3337431462,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,106,46298.70494744157,45123.25924528357,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,107,45735.97727533849,44470.06040585126,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,108,45328.81488603178,42600.68710103426,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,109,44665.1700948442,41705.04455542479,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,110,44243.64190054923,40980.03014761256,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,111,42966.22787009613,39564.42320936044,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,112,42107.43704906199,41285.66118543682,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,113,42922.90343661833,40389.89142156637,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,114,42282.77549986661,42806.11151096292,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,115,42486.10221118452,42492.00351207397,-0.0001388802692669062,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,116,42111.51669321644,43986.81185660874,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,117,42692.232862962584,43771.56044305769,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,118,42636.58153238756,44153.827793397126,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,119,42044.94487931318,44035.80987632267,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,120,42082.24462330655,43826.54521136256,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,121,41983.759441384296,44030.52250200305,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,122,42769.69407044453,44447.728447135356,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,123,43141.36436507754,44586.113036913666,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,124,43290.627607902934,44633.53804808902,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,125,43533.988410307866,43994.04966719116,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,126,44736.59336759967,43908.53226229417,0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,127,45012.234407512835,45312.17481161455,-0.006619421940101562,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,128,44347.580496276874,44625.90909745137,-0.006236928430224152,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,129,44630.090722347384,45701.79024050621,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,130,43812.19363069387,46142.77246092885,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,131,44383.29436143161,47006.6512937015,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,132,44279.56335945403,45974.20576143003,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,133,44502.62319806033,46217.33013894296,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,134,44589.17862503456,45948.05022047312,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,135,44787.773124541054,45717.07532922261,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,136,43594.52989072496,47082.51530541606,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,137,44018.15475636417,46860.01259566071,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,138,44124.42494249293,47138.24096406659,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,139,44445.83889339451,45510.8220995498,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,140,43862.47885736589,47110.55861430897,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,141,44088.23659237951,47931.538453212655,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,142,43886.08387507551,47872.787084665644,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,143,44978.29896599852,47553.62873693642,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,144,46285.31949770316,48111.01750546726,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,145,46839.38857426218,49257.391758836486,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
0,146,47515.90464300689,51005.73785483507,-0.0075,155000.0,165000.0,-0.031249999999999903,100000.0,0,0,45000.0,0.0,1,0,1.0,5.0,0.0075,0.02,0.01,0.5
